review,label
it's a super movie!!!! i only seen it once but it's very good if you like music like in disco's and don't have problem with drugs.... It's fantastic movie!!!! it's only a little bit to short! but when you watch the movie make sure your sound system is at 100%!!! then you will love the music in the film and the funny things that a guy from the country comes never drink any alcohol and then he is under drugs in the biggest disco's and love the music!!<br /><br />the only problem is that i want to buy it and i can't find it! so if anyone knows where i could buy the movie pleas mail me!!! <br /><br />greets me from Holland<br /><br />pleas reply me!!,1
"Brooke Shields -- in a departure from her ""Suddenly Susan"" duties -- plays a bitter divorcee who embroils three girlfriends in a ""girls only"" weekend in Palm Springs. The problem: Brooke is ""unattached"" and on the prowl, while her friends are all involved. Hence the title implications and emotional backlash their ""amoral"" weekend causes.<br /><br />Despite a few laughs generated by Dan Cortese (""Victoria's Closet"") and MTV ""relationship authorities"" Adam Corolla and Dr. Drew Pinsky, this is somber stuff for women only. D.B. Sweeney, Virginia Madsen and Jon Polito co-star.",0
"How could I possibly pass up the chance to see Orlando Bloom and Heath Ledger together? Well, I couldn't and so, I rented this mess of a movie.<br /><br />I had never heard of Ned Kelly and was surprised by what I found out about this young man's legend. I was also surprised at how mediocre this movie was. Perhaps the fact that it was very, very late and at the end of a 4 hour movie marathon or maybe it was because it really is a little slow, I found this story difficult to follow. Not because the story is complicated, but because it is slow. Even with a slow story, Ledger and Bloom managed to create interesting, dimensional characters. <br /><br />Though I flounder to recommend this as a must see, it is a great story of Australian history (considering how young the country is, this is very rare and should be appreciated) and the film does have some good actions sequences. <br /><br />6/10 see it for historical value....(yeah right...and that's the only reason to see it... ;) )",1
"In a nutshell: this is a cookie cutter romantic comedy that really WANTS and TRIES to be something more. It wants to be Harold and Maude, Annie Hall, The Graduate. It wants to be deep and human. It has interesting camera shots, lighting, music, editing, all of which give it the feel of an important movie. The dialog is smart -- at times. There are some ""laugh out loud"" moments.<br /><br />But here's what keeps it from ultimately being anything more than a formulaic late-night-cable, in-flight, time-killer: <br /><br />1. David Schwimmer -- how many times can Joe sad-sack puppy dog stare blankly into space with his jaw hanging open before it starts to get annoying? Maybe some drool would have helped.<br /><br />2. Gwenneth Paltrow -- she's really flat here and not just in the chest. Her role is supposed to be this lively, nice, caring girl who just keeps getting herself into wrong situations, is very confused as a result, and that is why a sad-sack loser like Schwimmer has any chance with her. But Gwenneth plays her very dull. Combine this with puppy-dog drool-face (above) and you have very little chemistry to care about.<br /><br />(I kept picturing someone else in this role -- Kate Hudson for example.) <br /><br />3. The script and the plot -- the stuff that happens just basically doesn't ring true; all the problems get wrapped up in the end with such a neat and tidy bow on top that it seems like a whistle blew and the script writers just said ""oops, time to wrap it up, got a train to catch!"" So they pulled out the Hollywood formula book, checked off all the boxes, and went home.",0
"Carmen is a prostitute that lives seducing and stealing soldiers of the Spanish army; she is, without any doubt, the best femme fatale at the moment. When a man resist her charming attentions, she decides to do everything to destroy him. At the end, he falls in her web and he will be forced to make all the things he ever hated only for being with Carmen. Despite Paz Vega is very beautiful, she doesn't seem a gypsy (as Carmen is) and neither her acting nor Sbaraglia's are good. The story results very boring, and, in most moments, it is very absurd, while intending to appear truthful. in the same way are the scenarios and the Special Effects, despite not being but they are not but acceptable, and too much artificial for a historic film as it is. To sum up, boring and bad, with a very absurd development, there are much betters thing to watch.",0
Loved it! This has to be the best horror flick of the 90's. I<br /><br />was at the edge of my seat. I jumped a couple times. Wonderful<br /><br />acting. It is totally horror but it was funny when it was meant<br /><br />to be.,1
"For three quarters of an hour, the story gradually develops towards a pivotal point of some sort. Although it is overburdened with scenes that just seem to be intended to dull the viewer and lure him away from the actual plot, there is something happening. It is not much and it certainly is not obvious. The combination of palace impressions and story-driving scenes do not add any depth or insight to the whole cast of characters. In fact, they keep them sterile as there is no character development at all. Everybody just remains spinning and centered around their own cliché and role - the cute, kinda headstrong girl; the fighting überwoman, the snobby aristocrat. The male lead does not seem to have any distinction at all, he is a shallow presence, which, actually, doesn't even matter as he is only there because the storyboard required him to - it seemed like he was on vacation and got caught up. When the point comes of turning the corner in terms of what happening, the movie first snaps completely blank for a couple of minutes and then becomes ridiculous. It solves - or better, dissolves - itself with a by-the-book Deus Ex Machina, more clichés and some of the most crude plot devices and choices I have ever seen. It's history, alright. First the movie's a drama though it's supposed to be comedic, and then it turns into a farce. The protagonists do what they are expected to do, and there are no surprises. The first set of somewhat serious antagonists however gets replaced by a couple that literally was just bored. Maybe that was some kind of nod towards the audience.<br /><br />This movie does not get any bonus from me for underlying philosophical meaning (since there is none) nor for its technical realization. The animation and editing is fair and so's the sound mixing; but it is by no means outstanding or even above the average Japanese productions of the late 1980's. In fact, the visual treats seem static, un-inspired and un-original.<br /><br />Worst of all - it totally fails to entertain, even if you don't bother with characters and all that stuff. There's too little going on here, and the rest is corny at best. Get a real Ghibli instead, have a feast with it and keep your fingers off this one.",0
"In this follow up to The Naked Civil Servant we see the final years of Quentin Crisp's life in New York. John Hurt is again Crisp (come on who else could play the part?) and its a role he inhabits to the point of disappearing. For me Hurt is Crisp and I've always found it very hard to take the man himself because Hurt was more him than he was himself. Its masterful performance. His equal is Denis O'Hare as Phillip Steele, Crisp's long time friend and confidant.<br /><br />Unfortunately outside of the performances the film has little to recommend it. To be certain the film gets the details right. Filmed in and around New York the film the film looks and feels like New York and its environs, but dramatically its kind of inert. Its Crisp talking to people being witty,trying to come to terms with the world as it is (he ended up regretting some poorly chosen words concerning AIDS) and dealing with the infirmities that old aged thrust upon him. Quentin the man is always interesting, but his life as portrayed is really not.<br /><br />I am disappointed by the film. I've always admired the man and his unique point of view. I just wish he was better served by this film about his life.",0
"Attending this film was an excuse to escape the work I had to do for my classes but it turned out to be one of my best experiences here in France. The film makes quick work of building multidimensional characters and has an excellently smooth storyline. The characters really did have the voices you would expect reading the graphic novels and the artistic talent exceeded my expectations The music was catchy and the comedy toying and lighthearted, almost a flinstoneish inclusion of modern items in playful manners. The film was attention grabbing, cute and action packed at the same time. A wonderful tale spun expertly. I'll be showing it to my French students.",1
"Was struck at how even the acting was throughout. William Haines had an acting range that is wonderful for silent film. Not over the edge. There are moments where the camera work is most excellent, and combined with the story, like when he is waiting to see the Superintendent, very well done.<br /><br /> Thoroughly enjoyed the flick.<br /><br />",1
"I think Hollow Point is a funny film with some good moments I have never seen before in action movies. Well,both Tia Carrere and Thomas Ian Griffith aren't so good in acting, but Tia Carrere is nice and good looking girl, isn't it? But Donald Sutherland is superb in his role so-so mad gangster.",1
"I should have trusted my instincts better: No expectations - no disappointments. Instead, however, I expected to experience a similar masterpiece like Koyaanisqatsi (1983) and was brutally disappointed. Powaqqatsi is in my humble opinion nothing but a cheap attempt to cash in on the cult success of its predecessor, and - artistically - it fails miserably. It appears some producer gathered up leftover material from Koyaanisqatsi, hurriedly threw it together, placed everything in slow motion and got some pop entertainer under the pseudonym of Philip Glass to hurriedly throw together some banal background music, which is incessantly repeated. Where Koyaanisqatsi entertains the viewer with clever fast and slow motion changes, Powaqqatsi is one long sequence of mundane images in slow-motion (if you view them on your VCR in fast preview mode, you'll see what I mean). What disappointed me the most, however, was Philip Glass's soundtrack. I couldn't - and still can't - believe that these commercial-sounding New Age type drones, which could easily have been composed in one afternoon by any 14-year-old on a Casio calculator, were from the same composer who so brilliantly composed the emotional and perfectly-synchronized music for Koyaanisqatsi. All in all, a big waste of time! My advice: Forget commercialism! Watch Koyaanisqatsi again instead!",0
"I say Ben Johnson and my fellow Canadians say, ""Ben Johnson?!"" - he was a goddam MOVIE STAR guys, a COWBOY, and by 1976 he was scraping by playing a sheriff in stupid made for TV disaster movies such as this, cashing in on the DEADLY SWARMS OF KILLER BEES that everyone apparently thought were coming to get us at the time. So there's these bees, and they kill some people by flying in their mouth and going after them underwater. Eventually these idiots find the swarm and die and this woman is trapped in her car by the entire swarm. The cops are like, what do we do? Uh, bees die when it's cold. So where could we make it cold? I know - the stadium in New Orleans! So they drive this car and its attendant swarm of killer bees on and on through the streets of New Orleans, with a bullhorn saying ""GET OFF THE STREETS OR YOU WILL BE STUNG TO DEATH."" And the future home of tens of thousands of flood victims with its broken toilets so becomes the narcotic doom of this particular buncha bees. I don't know which is the greater indignity on this great city...well I do, but this one sucks too. Most appropriately viewed on an extremely faded-to-orange 16mm print, although Betamax is a good alternative!",0
"I married a Japanese woman 14 years ago. We're still together.<br /><br />However in the 1950's it would never have been as easy.<br /><br />Life in the military had been mined for action, drama, and comedy for years by this point. Mined to death. The mixed relationships gave it new ground to cover. This is old hat today, but then...? Marrying an Asian back then meant you either owed somebody something or you were a freak of some sort. This touched on both possibilities along with the third. Maybe it IS love? <br /><br />Brando did his usual good job. Garner did a better job than he usually does. He's good, but this showed how good he could be. Umecki-chan had a helluva debut here and while I think she earned her statue, she didn't really stretch. It was a role that no one who hadn't been overseas would have recognized and the newness was the corker.<br /><br />The real scene stealer was Red Buttons. Red was the best thing in this film. Bank on it. And the Japanese lifestyles were shown in an admirable light as well.<br /><br />A classic.",1
"The opening shot was the best thing about this movie, because it gave you hope that you would be seeing a passionate, well-crafted independent film. Damn that opening shot for filling me hope. As the ""film"" progressed in a slow, plodding manner, my thoughts were varied in relation to this ""film"": Was there too much butter in my popcorn? Did the actors have to PAY the director to be in this ""film""? Did I get my ticket validated at the Box Office? Yes, dear reader. I saw this film in the Theatre! This would be the only exception I will make about seeing a film at home over a Movie Theatre, because at home you can TURN IT OFF. Were there any redeeming values? Peter Lemongelli as the standard college ""nerd"" had his moments, especially in a dog collar. Other than that this ""film"" went from trying to be a comedy, to a family drama to a spiritual uplifter. It succeeded on none of these fronts. Oh, and the girlfriend was realllllllllly bad. Her performance was the only comedy I found.",0
"I loved this movie the first time I saw it. It gives such detail of what executives involved in the news industry will do just to get a story on the air: notably Jane Craig rushing Kenny to finish editing the piece to get it off, and then Joan Cusack struggling to get it in, and William Hurt, who according to Jane commits an incredible breach of ethics, fakes his tears during his date rape interview, a flaw that is pointed out by Aaron. Another high point is when Tom uses Jane for his own benefits, and then turns around and sleeps with Jennifer. The script is brilliant, and the directing is almost as good. All three main actors were great in the portrayals of their characters, Especially Holly Hunter, and Albert Brooks, whom is the funniest in the film. William Hurt is also very good. This deserved at least three Oscars, best actress(holly hunter), best supporting actor (Albert Brooks), and best picture. I liked the last parts of the film where it shows them reuniting 7 years later.<br /><br />8/10",1
"Eight teen convicts are brought to the abandoned Blackwell Hotel to clean it out as community service. They soon discover that it's the residence of a hulking psychopath (Kane) who has a thing for pulling out and collecting eyeballs. It doesn't help that the guard watching over them (Steven Vidler) has had a previous run-in with the beast four years earlier. <br /><br />A guilty pleasure of mine are slasher films. Most of them are poorly directed and acted but they still hold some appeal and entertainment value. See No Evil is a good example of this. It features atrocious writing and acting but the death scenes are pretty good and the movie proves to be entertaining. The premise sounds like a mixture between Friday the 13th, Saw 2 and Halloween: Resurrection. I really liked the idea but it didn't work out too well. It was really just a bunch of clichés and everything was predictable. Screenwriter Dan Madigan just focused on the death scenes and nothing else apparently. The death scenes themselves are pretty good and gruesome. Director Gregory Dark did a good job with them and he came up with some creative kills. <br /><br />The acting is pretty bland and unremarkable. This is because all of the characters are one dimensional and we don't know much about them. It was hard to feel for these people because they were pretty unlikable. Kane is surprisingly mediocre. I was expecting his on screen presence to be scarier but he didn't do that good of a job. A second rate Jason Voorhees, if you will. The rest of the actors are relatively unknown and this film will probably neither help nor hurt their careers. <br /><br />While the death scenes are gory, they aren't necessary scary. There's really no suspense just some gory death scenes. Because of this, the movie doesn't hold much of a repeat value. Also, if you don't like slasher films then don't waste your time with this one. It will do little to change your opinion. In the end, See No Evil is a decent slasher film but it is generic and forgettable so it's not exactly worth watching. Rating 6/10",0
"There's tons of good-looking women in this flick. But alas, this movie is nudity-free. Grrrrrrrrrr Strike one.<br /><br />Ahem. One story in this film takes place in 1971. Then why the hell are the main characters driving a Kia Sportage? Hello? Continuity, anyone?<br /><br />As you might know, this movie was released in stereoscopic 3D. And it is the most hideous effect I have ever seen. I'm not sure if someone botched the job on this, but there WAS no 3D, just double-vision blurs. I didn't have the same problem with this company's other 3D movies, HUNTING SEASON and CAMP BLOOD. Sure, the 3D in those ones sucked too, but with them I could see a semblance of 3D effect.<br /><br />This thing is a big ball of nothing.<br /><br />And whoever that women was who played the daughter of the ear-eating dame, yum! I'd like to see more of her. In movies, as well. Looks like Janet Margolin at a young age. Purrrrrrrrrrrrrrrr<br /><br />",0
"It's remarkable that for 'Young Mr. Lincoln's' supporting players Ford cast lesser known, other-than-star actors. This not only heightens his film's focus on the central character of Lincoln, but it also affords the audience a refreshing insight into Lincoln as a man of his place and time, a man embroiled, as each one of us inexorably is, in the issues and sentiments of his time and seeking his way to resolving them. It's not so much through Fonda's Lincoln's words and actions but in the faces, the reactions of the supporting players that Ford tells the story of the formation of the young Lincoln's worldview, sense of place in society and polity, and of how the people responded to Mr. Lincoln's words and deeds and placed their trust in this man whom they deemed to have earned their respect and heeding.<br /><br />Give this a try: instead of focusing on Henry Fonda, next time you view 'Young Mr. Lincoln' shift your focus to the supporting characters - you will, I expect, be handsomely rewarded with a more profound appreciation of both Lincoln and Ford. I like to suspect that Ford's storytelling through the supporting characters' reactions to Fonda's Lincoln may have appealed to David Lean when he directed Omar Sharif in 'Doctor Zhivago', in which it's the supporting characters' reactions to Zhivago that actually tell about Zhivago.",1
"""FULL HOUSE,"" in my opinion, is an absolute ABC classic! I'm not sure if I've never seen every episode, but I still enjoyed it. One of my favorite episodes is where Jesse (John Stamos) and Rebecca (Lori Loughlin) get married. If you want to know how what made it so funny, you'd have to have seen it for yourself. It was a two-parter, so you'd have to have seen both parts. Another one of my favorite episodes is where Jesse, Stephanie (Jodie Sweetin), and Michelle (Mary Kate & Ashley Olsen) get locked in a gas station on Michelle's birthday. You'd also have to have seen it for yourself if you want to know how and why that happened. I have many other ones that I like, too. Everyone always gave a good performance, the production design was spectacular, the costumes were well-designed, and the writing was always very strong. In conclusion, even though it can be seen in syndication now, I strongly recommend you catch it just in case it goes off the air for good.",1
"Scott Henderson (Alan Curtis) meets a mystery woman (Fay Helm) in a bar and invites her to see a show with him. She agrees on condition that they don't swap any information about each other - not even names. Sometimes these are the best kind of dates. However, when he returns to his apartment, Inspector Burgess (Thomas Gomez) and his team are waiting for him. Scott's wife has been murdered. His alibi is the mystery woman but no-one can remember seeing her and, as a result of this, Scott is sentenced to die for the murder of his wife. His secretary Kansas (Ella Raines) is not convinced of his guilt and sets out to find the woman who can save him from the death penalty.<br /><br />This is a good film and the viewer is 100% behind the attempts of Kansas to get to the truth. We follow her through some memorable scenes, eg, her pursuit of Mac the bartender (Andrew Tombes) at night and the claustrophobic venue where Cliff the drummer (Elisha Cook Jr) takes her to hang out, drink and dance while he jams with his friends. This is such a blatant depiction of sexual desire that it is a stand-out part of the film as everyone sweats intensely and rhythmically for the duration of the scene. Ella Raines is good in the female lead role and Thomas Gomez makes a likable policeman. Alan Curtis started well as the confused, innocent man, but once he is arrested his performance took a left turn as he became thoroughly unpleasant to Kansas for no reason. God knows why she stuck by him.<br /><br />The film doesn't keep you guessing as to who the murderer is as we know from about halfway through the film, but this doesn't matter. In fact, it adds to the tension and dramatic development of the story as we will Kansas to discover what is going on and then to get the hell out! It's a good film with some great scenes but although Elisha Cook Jr has a memorable role, I just never like him in anything that I see him in.... someone hand me a neck-tie.....",1
"Oz is without a doubt my favorite show of all time! the best word to describe it is ""genius""! the writing, the acting, the story lines .. everything about this show is absolutely amazing! <br /><br />I just discovered the show and I became addicted to it right away and I was really surprised that it hasn't gotten the recognition it truly deserves. It is violent, and most of the characters aren't meant for you to like them, but the show is written in such a brilliant way that allows you to look past the violence and the criminals and see them as real people. They are the lowest forms of scum, but it still finds a way to allow you to understand a lot of the characters and even care about their stories.<br /><br />The violence in the show is necessary for it to be as realistic as possible, but the show isn't about the violence like some people might believe. It really is a work of art and I'm sure who ever gives it a chance will love it just as much as I do.",1
"This adaptation of M.R. James's short story 'A View From A Hill' was first shown on British television in 2005, on the little watched digital channel BBC 4. I saw that it was being repeated again on BBC 4, and decided to give it a go, remembering the BBC's successful 1970's adaptations of other M.R. James stories including 'Whistle And I'll Come To You My Lad' and 'The Signalman'. Though not in the same class as these masterpieces, 'A View From A Hill' is nonetheless an enjoyable and at times suspenseful drama.<br /><br />A historian arrives in a small rural village to look over the collection of a recently deceased collector of antique artifacts. Whilst out in the countryside, he sees an abbey that has been in ruins for hundreds of years. But what does this have in connection with an old pair of binoculars and a gruesome legend about the ominously named Gallows Hill? And what do the brusque country squire and his servant know about the situation? Whilst not scary in any way, I enjoyed this little production, and had the running time been longer than 40 minutes it could have become a truly great adaptation. As it is, it all feels a little rushed and a bit more exposition to set the mood would have been welcome.<br /><br />I give it 7 out of 10.",1
"This one features all the (bad) effect of Prior's cheap-o movies, but is so overtly racist, nasty and unpleasant that it is difficult to give this piece of dreck any redeeming feature. Unless you plan to enlist in the Marines, skip this one. Oh, and even if you do, avoid it at all costs.",0
"I can't believe that someone actually paid to have this film made. Stupid, unrealistic, and stereotypical. Right from the take off of the massive 747 the pilot pulled the throttles back to increase speed. then you have 5 armed persons with semi to fully automatic weapons firing without so much as one bullet breaching the walls of the pressurized cabin at 38,000 feet. Then once below in the belly of the plane a stray bullet hits a FUEL line and we see the fuel leaking from the side of the plane. The acting was just horrid and forced. There just didn't seem to be any direction. I have seen some pretty horrid B movies in my lifetime but with the names that were in this film I was extremely disappointed.",0
"Zombie Nation 2004 R<br /><br />Hey, I was bored. I looked in my Comcastic little box to find a movie to watch. Zombie Nation? Hey, I love zombie movies. Says the filmmaker has some sort of cult following in the description. Funny how it doesn't warn me not to watch this film. I could've used that advice.<br /><br />Zombie Nation is just like Troll 2 in that it's completely misnamed. It has little (if anything, depending on your point of view) to do with zombies, and takes place all within one city. This film revolves around a crooked cop, who acts as badly as possible (he has to be trying to suck this much), while he arrests women for trivial bullshit and then kills them. Yup, he's a serial killer cop. Not only is this film flawed in thinking that it's a zombie flick, it also gets its serial killer facts completely wrong. Serial killers enjoy killing, they live for it and they get down and personal with it. This guy knocks out the women, and injects them with some poison. He doesn't even have sex with the corpse or dismember it. Talk about boring! Eventually, one of the whopping five women he kills has Voodoo protection done to her and for no apparent reason, all five come back to life and head off to kill this guy. They were all buried or tossed into the ocean, but you wouldn't know it buy the sharp clean clothes they're all wearing. The women then act very poorly and take their revenge. Oh yay.<br /><br />This film was crap in every category. Crap acting, crap writing, crappier sets, and crappier make-up effects. The women don't look zombie-like, unless you count really dark make-up around the eyes to be the de facto definition of what makes a zombie. They can all talk, behave, think, and act perfectly human. The gore is weak compared to even many PG-13 films and the nudity is beyond brief. You see glimpse of breasts in the opening sequence... Then the exact same breasts later! Go figure. Guess only one actress was willing to go topless for this trite. The police station is so badly constructed that you can see where they stopped painting the walls of the warehouse they're obviously filming in. You can see the pipes and the bad lighting and the overly sparse set-up and even, unless you are blind, you can see the director failing. Steer clear, it's a waste of time.<br /><br />1/10",0
"Add to the list of caricatures: a Southern preacher and ""congregation,"" a torch singer (Sophie Tucker?), a dancing chorus, and The Mills Brothers -- it only makes it worse.<br /><br />Contemptible burlesques of ""Negro"" performers, who themselves often appear in films to be parodying themselves and their race. Though the ""Negro comedy"" may have been accepted in its day, it's extremely offensive today, and I doubt that it was ever funny. Though I wouldn't have been offended, I don't think that I'd have laughed at the feeble attempts at humor. As an 11-year-old white boy, however, I might not have understood some of it.",0
"I walked out of this movie and I did this only one time before with the Australian movie Sweetie close to 20 years ago. After about three minutes I felt like killing the camera man and just couldn't believe that this film actually showed anywhere and- guess what - was nominated for two independent Spirit Awards. What???? Regardsless how realistic the dialog might be (I will NEVER use the word ""dude"" again!) -who wants to listen to these conversations? I don't go to the movies to be annoyed but that's all I got. The only good thing I came away with was the realization that if this movie can make it to Sundance and other festivals, anybody can. Well, wait, that might not be a good thing after all...",0
"I am at a distinct disadvantage here. I have not seen the first two movies in this series, although I have seen a lot of Larry Cohen films. Fans of the series seem to think this is a good film. Judging it on it's own, it was pretty boring.<br /><br />You never get a real good look at the maniac cop's (Robert Z'Dar) face, but what I did see was pretty grim. The death scenes seem to be staged to eat up the most film, not to give any thrills. Maybe if I saw the NC-17 Director's Cut, I may be more impressed.<br /><br />The ending with the car chase with Z'Dar, Caitlin Dulany, and Robert Davi was pretty intense. best part of the movie.",0
"""Saving Grace"" is never riotously funny, but it delivers quite a few good laughs and I enjoyed it to a significant degree. Brenda Blethyn is a fine actress, and does a good job at portraying widower Grace, who resorts to growing marijuana to pay off her massive debts. The supporting cast also does a fine job. French actor Tchecky Karyo has a funny little role. The premise alone is appealing. The idea of an over-the-hill woman growing and smoking pot sounds funny enough. And the film plays around with the premise wisely every now and then. Of course, there are flat moments, like one where two elderly women mistaken Grace's marijuana leaves for tea leaves and they start pulling childish antics at the store where they work. That was a mindless gag that didn't quite take off. The film's tone is downbeat and occasionally dull, but I got enough laughs to give this English import a recommendation. <br /><br />My score: 7 (out of 10)",1
"This is one of the greatest 80s movies!!! It sticks out like a ""turd in a punchbowl""!! I can't believe Mad Magazine denounced it or whatever. And yet, they proudly put their name on a show with ""Stuart"", ""I-speak-a-no-enlish Chinese lady"" and ""UPS guy on speed"". What's up with that? And, I LOVE Ron Leibman-he's foxy!! Wonder why he had his name removed from the credits? It was his funniest role that I know of. Of course, he's not nearly as foxy as he was in Norma Rae. But, in my opinion, this movie is right up there with National Lampoon's Vacation. If you liked movies such as Porky's, Fast Times, Last American Virgin, or any of the other 80s teen-focused movies, you'll love this one!! Rent it and you'll see what I mean!!",1
"...the first? Killjoy 1. But here's the review of Killjoy 2:<br /><br />(contains spoilers, so beware readers)<br /><br />Oh my. Oh, my, my, my. I'll start off with telling you that I had no hopes in the least bit that this movie would be good. Considering that Killjoy (the first movie) is without a doubt the worst movie ever made, the sequel didn't have much promise.<br /><br />As expected, it didn't deliver.<br /><br />The deaths were even lamer than in the first movie. There was absolutely no eye candy whatsoever, and every single prop looked so fake that I wouldn't be surprised if they had a kindergarten class make them.<br /><br />Look, I don't even know where to begin. Hm, for starters, the movie wasn't even feature length. It was only an hour and eight minutes long (68 min.), but then again, ending it early was actually a reprieve. In fact, that's the only reason that this movie wasn't as bad as the first, because the first was longer.<br /><br />Usually, I don't give spoilers in reviews, but since I don't want any of you to go through the torture of watching this waste of film, I'm going to spoil away. Not that there's much to spoil.<br /><br />Let's start with the ending. KILLJOY IS THE PUSSIEST KILLER EVER. It takes explosions, firebombs, guns, etc. to kill all of the normal serial killers in horror movies. Guess what it took to kill Killjoy? A F***ING GLASS OF WATER. No lie. In the end, a girl picked up a cup of water and threw the water on Killjoy's face. Then Killjoy started screaming, and they tried to make it look like his face was melting by putting dried rubber cement on his forehead. Then he laid there, and the people went to sleep.<br /><br />Now let's hit the acting. VERY TERRIBLE. Not even one person was believable in the least bit. I don't even know what to say, other than it looks like they just hired a few hobos living on the streets to act in this film.<br /><br />Seriously, I honestly doubt that they spent any more than 100 dollars total to make this movie. They had nothing. Most of it took place in the woods, which wouldn't have cost them anything to film on. The actors weren't giving in any effort whatsoever, so it's blatant that they were probably ""working"" for free. They didn't have any kind of special effects or nice props, and they probably used ketchup for the blood. Hell, who am I kidding? They probably didn't even spend 100 dollars. They probably spent $3.29 on a bottle of ketchup and that was it. A f**kin' movie made with a budget of $3.29.<br /><br />For Bob's sake, they couldn't even afford to rent a cop uniform. In the end, after Killjoy dies, the girl wakes up and says ""Where is he?"" and the main woman replies, ""He's gone."" Then, suddenly, some fat goofy guy with scars on his face pops out of nowhere with a cell phone saying ""You have a phone call."" The girl answers and says ""Oh, hi mom!"" and smiles. Then the fat goofy guy walks along to reveal that it's a police officer. However, he's wearing khaki pants, and a regular button up green shirt, with a lame badge on the front pocket. Hell, it was probably the badge that the director got when he was in safety patrol in 3rd grade. Then they all got into a tan blazer and drove off as the credits rolled. They couldn't even get a police cruiser so they just got a tan blazer. F**kin' lame. Killjoy didn't even have the ice cream van that he had in the first movie.<br /><br />Killjoy is without a doubt the most flamboyantly gay slasher EVER. If there was a slasher that wore hot pink spandex and carried a rainbow flag, he STILL would not be as gay as Killjoy. Killjoy isn't funny either (and believe me, he DID try to be).<br /><br />The only good thing about this movie is an extremely lame threat given by one of the delinquents. Somebody makes a comment to some boy about not passing third grade, to which the boy responds, ""I'll show you third grade!"" in a threatening manner. That has to be the absolute worst threat that I've ever heard. ""I'll show you third grade!""<br /><br />This movie doesn't even work on a ""so bad, it's good"" level. It's filth. Unless you did something bad, and you are feeling so guilty about it that you want to punish yourself severely, DON'T watch this movie.<br /><br />Just remember; if a flaming homosexual clown with a huge black afro tries to bore you to death with gay jokes (and attempt to kill you at the same time), just throw some water at him. Case closed.<br /><br />FINAL RATING: .1 out of 10",0
"I always wondered what happened with that magic kind of feeling the old Slovenian movies seemed to have in them... Well, in time I wondered if that feeling was just the nostalgia. Or did that ""feeling"" decide to pack its bags and say ""goodbye"" somewhere in the middle of our cinematic history, and then never came back? Or did it? Because for me, it came back the first time I saw ""Ekspres, Ekspres"". And it was it's old self again.<br /><br />There are three qualities of this movie that makes it somewhat unique and as enjoying as it is to watch - the smooth flow of the story, the warmth of the colors and, what I appreciated the most - the lack of excessive use of verbal communication (something many of other (not just) Slovenian screenwriters should at least consider). There is no use for words, when you can understand each other just as well (yeah, or better) by other means in use. Just watch Bakovic and Cerar. Uh.<br /><br />So this, in only so many words, is why I would recommend ""Ekspres, Ekspres"" to all of you, as a must-see Slovenian movie, regardless of what you may heard of Slovenian films (if you ever even heard anything , that is...).<br /><br />Oh, and that scene, where Bakovic is dancing to Vivaldi's music... A treat.<br /><br />Treat yourself. Watch it.",1
"Some films are so bad that they're good. This is clearly not one of them. Based on a true story, this film was about as true to the story as Pinocchio's chances of becoming a real boy. The acting was terrible, the direction was poor, and it travelled way too fast. It was as if the director just wanted to get it over and done with and go home.<br /><br />Nor did Melissa Joan Hart ever strike me as a talented actress, but then every film she made was pretty low-budget anyway. Like most of her other films, she lets down her characters by hamming them up too much, talking too quickly as if speeding up her words is going to make her more dramatic. She really brings out the sense that there is a crew in front of her and she's talking to a camera, when she should be engaging the viewer in her character. It pretty much lets down the whole film, and any leg that it may have had left to stand on, is ruined.<br /><br />Probably the only good thing about the film is when she got nailed in the end. But even that wasn't satisfying enough to subdue my loathing for such a bad film.<br /><br />Watch it if your taste in film is blander than a piece of dry toast.",0
"I wasted 35 minutes of my life on this turkey before I gave up. The main character is completely clueless and astoundingly unsympathetic, but there is no humor in his blundering. As soon as he arrives in Germany, the screenwriter pulls the old ""there's only one room in the hotel, you'll have to share a room with a pretty girl"" stunt. Come on, at least you could let them develop their relationship a bit first. Watch ""It Happened One Night"" to see how to do it right--or any of a thousand movies since then.<br /><br />The acting is consistently third-rate, and the improvised dialogue should have been left on the cutting-room floor. It meanders with no plan at all, despite the fact that the film telegraphs the relationship's destination from the moment Greta is introduced.<br /><br />The first song, in the boardroom, is mildly funny but badly sung. The rest of the songs (well, to be fair, I only heard those in the first half-hour) are just pointless and awful. Most of the singers are painfully out of tune, but not in any intentionally humorous sort of way.",0
